poi_id,osm_id,name,lat,lon,amenity,tourism,railway,public_transport,aeroway,shop,leisure,office,building,addr_street,addr_housenumber,addr_city,all_tags_json
292,,,38.8941961,-77.0723496,parking_entrance,,,,,,,,,,,,"{""amenity"": ""parking_entrance""}"
293,,,38.8938339,-77.0712248,parking_entrance,,,,,,,,,,,,"{""amenity"": ""parking_entrance""}"
294,,,38.8945358,-77.0710435,parking_entrance,,,,,,,,,,,,"{""amenity"": ""parking_entrance""}"
295,,,38.8948274,-77.0710398,parking_entrance,,,,,,,,,,,,"{""amenity"": ""parking_entrance""}"
296,,,38.8915185,-77.0690108,parking_entrance,,,,,,,,,,,,"{""amenity"": ""parking_entrance""}"
297,,,38.8913266,-77.0687631,parking_entrance,,,,,,,,,,,,"{""amenity"": ""parking_entrance""}"
298,,,38.8916498,-77.0683919,parking_entrance,,,,,,,,,,,,"{""amenity"": ""parking_entrance""}"
299,,,38.8938356,-77.0694797,parking_entrance,,,,,,,,,,,,"{""amenity"": ""parking_entrance""}"
300,,,38.8934067,-77.0687818,parking_entrance,,,,,,,,,,,,"{""amenity"": ""parking_entrance""}"
301,,Farragut West,38.9013805,-77.040415,,,stop,stop_position,,,,,,,,,"{""name"": ""Farragut West"", ""network"": ""Washington Metro"", ""operator"": ""Washington Metropolitan Area Transit Authority"", ""public_transport"": ""stop_position"", ""railway"": ""stop"", ""subway"": ""yes""}"
302,,Farragut West,38.9013506,-77.0404123,,,stop,stop_position,,,,,,,,,"{""name"": ""Farragut West"", ""network"": ""Washington Metro"", ""operator"": ""Washington Metropolitan Area Transit Authority"", ""public_transport"": ""stop_position"", ""railway"": ""stop"", ""subway"": ""yes""}"
303,,Foggy Bottom–GWU,38.9007174,-77.05037,,,stop,stop_position,,,,,,,,,"{""name"": ""Foggy Bottom–GWU"", ""network"": ""Washington Metro"", ""operator"": ""Washington Metropolitan Area Transit Authority"", ""public_transport"": ""stop_position"", ""railway"": ""stop"", ""subway"": ""yes""}"
304,,Foggy Bottom–GWU,38.9007512,-77.0503646,,,stop,stop_position,,,,,,,,,"{""name"": ""Foggy Bottom–GWU"", ""network"": ""Washington Metro"", ""operator"": ""Washington Metropolitan Area Transit Authority"", ""public_transport"": ""stop_position"", ""railway"": ""stop"", ""subway"": ""yes""}"
305,,Rosslyn,38.8960681,-77.0708958,,,stop,stop_position,,,,,,,,,"{""name"": ""Rosslyn"", ""network"": ""Washington Metro"", ""operator"": ""Washington Metropolitan Area Transit Authority"", ""public_transport"": ""stop_position"", ""railway"": ""stop"", ""subway"": ""yes""}"
306,,Rosslyn,38.8960661,-77.0709433,,,stop,stop_position,,,,,,,,,"{""name"": ""Rosslyn"", ""network"": ""Washington Metro"", ""operator"": ""Washington Metropolitan Area Transit Authority"", ""public_transport"": ""stop_position"", ""railway"": ""stop"", ""subway"": ""yes""}"
307,,McPherson Square,38.9013805,-77.0320955,,,stop,stop_position,,,,,,,,,"{""name"": ""McPherson Square"", ""network"": ""Washington Metro"", ""operator"": ""Washington Metropolitan Area Transit Authority"", ""public_transport"": ""stop_position"", ""railway"": ""stop"", ""subway"": ""yes""}"
308,,,38.9013806,-77.0372003,,,switch,,,,,,,,,,"{""railway"": ""switch""}"
309,,,38.8859302,-77.0639602,,,signal,,,,,,,,,,"{""railway"": ""signal"", ""railway:signal:direction"": ""forward"", ""ref"": ""C06 08""}"
310,,,38.885947,-77.0639124,,,signal,,,,,,,,,,"{""railway"": ""signal"", ""railway:signal:direction"": ""backward"", ""ref"": ""C06 04""}"
311,,,38.8854572,-77.0636647,,,signal,,,,,,,,,,"{""railway"": ""signal"", ""railway:signal:direction"": ""backward"", ""ref"": ""C06 06""}"
312,,,38.8854768,-77.0636215,,,signal,,,,,,,,,,"{""railway"": ""signal"", ""railway:signal:direction"": ""forward"", ""ref"": ""C06 02""}"
313,,,38.8942304,-77.0708688,,,signal,,,,,,,,,,"{""railway"": ""signal"", ""railway:signal:direction"": ""backward"", ""ref"": ""C05 08""}"
314,,,38.8947055,-77.0708498,,,signal,,,,,,,,,,"{""railway"": ""signal"", ""railway:signal:direction"": ""backward"", ""ref"": ""C05 02""}"
315,,,38.894704,-77.0708946,,,signal,,,,,,,,,,"{""railway"": ""signal"", ""railway:signal:direction"": ""forward"", ""ref"": ""C05 06""}"
316,,SecureStrux,38.897301,-77.0691226,,,,,,,,company,,19th Street North,1001,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1001"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""19th Street North"", ""addr:unit"": ""1200"", ""name"": ""SecureStrux"", ""office"": ""company"", ""phone"": ""+1 703-436-1061"", ""website"": ""https://securestrux.com/""}"
317,,Fort Myer Dr and Arlington Blvd,38.8908871,-77.0748545,bicycle_rental,,,,,,,,,,,,"{""amenity"": ""bicycle_rental"", ""bicycle_rental"": ""docking_station"", ""brand"": ""Capital Bikeshare"", ""brand:wikidata"": ""Q1034635"", ""capacity"": ""15"", ""fee"": ""yes"", ""name"": ""Fort Myer Dr and Arlington Blvd"", ""network"": ""Capital Bikeshare"", ""network:wikidata"": ""Q1034635"", ""opening_hours"": ""24/7"", ""operator"": ""Lyft"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q17077936"", ""website"": ""https://www.capitalbikeshare.com/""}"
318,,Wilson Blvd and N Oak St,38.8951714,-77.0739503,bicycle_rental,,,,,,,,,,,,"{""amenity"": ""bicycle_rental"", ""bicycle_rental"": ""docking_station"", ""brand"": ""Capital Bikeshare"", ""brand:wikidata"": ""Q1034635"", ""capacity"": ""17"", ""fee"": ""yes"", ""name"": ""Wilson Blvd and N Oak St"", ""network"": ""Capital Bikeshare"", ""network:wikidata"": ""Q1034635"", ""opening_hours"": ""24/7"", ""operator"": ""Lyft"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q17077936"", ""website"": ""https://www.capitalbikeshare.com/""}"
319,,USMC War Memorial & Netherlands Carillion,38.8881716,-77.0678697,,information,,,,,,,,,,,"{""board_type"": ""welcome_sign"", ""direction"": ""135"", ""information"": ""board"", ""name"": ""USMC War Memorial & Netherlands Carillion"", ""tourism"": ""information""}"
320,,Open Road,38.8957288,-77.0711236,restaurant,,,,,,,,,,,,"{""amenity"": ""restaurant"", ""cuisine"": ""american"", ""name"": ""Open Road"", ""opening_hours"": ""Mo-Su 11:00-21:00"", ""phone"": ""+1 703-248-0760"", ""website"": ""https://www.openroadgrill.com""}"
321,,Henry Gate,38.8815325,-77.0839263,,,,,,,,,,,,,"{""access"": ""no"", ""barrier"": ""gate"", ""foot"": ""permit"", ""name"": ""Henry Gate"", ""opening_hours"": ""24/7"", ""website"": ""https://home.army.mil/jbmhh/my-fort/all-services/access-gate-info""}"
322,,Orangetheory Fitness,38.8939031,-77.0782588,,,,,,,fitness_centre,,,Wilson Boulevard,1776,Arlington,"{""addr:city"": ""Arlington"", ""addr:country"": ""US"", ""addr:housenumber"": ""1776"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""brand"": ""Orangetheory Fitness"", ""brand:wikidata"": ""Q25005163"", ""leisure"": ""fitness_centre"", ""name"": ""Orangetheory Fitness"", ""phone"": ""+1 571-431-6140"", ""ref"": ""1464""}"
323,,,38.8956147,-77.0664893,,information,,,,,,,,,,,"{""board_type"": ""history"", ""information"": ""board"", ""operator"": ""NPS"", ""tourism"": ""information""}"
324,,Wright Gate Checkpoint,38.8876402,-77.0721724,,,,,,,,,,,,,"{""barrier"": ""lift_gate"", ""military"": ""checkpoint"", ""name"": ""Wright Gate Checkpoint"", ""opening_hours"": ""Mo-Su 05:00-23:00"", ""website"": ""https://home.army.mil/jbmhh/my-fort/all-services/access-gate-info""}"
325,,Wright Gate Pedestrian Checkpoint,38.8876824,-77.0721853,,,,,,,,,,,,,"{""barrier"": ""lift_gate"", ""military"": ""checkpoint"", ""name"": ""Wright Gate Pedestrian Checkpoint"", ""opening_hours"": ""Mo-Su 05:00-23:00"", ""website"": ""https://home.army.mil/jbmhh/my-fort/all-services/access-gate-info""}"
326,,NGS-Whipple,38.8853758,-77.0772399,,,,,,,,,,,,,"{""man_made"": ""survey_point"", ""name"": ""NGS-Whipple"", ""ref"": ""HV9065"", ""website"": ""https://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HV9065""}"
327,,Hatfield Gate,38.8722756,-77.0797147,,,,,,,,,,,,,"{""barrier"": ""gate"", ""name"": ""Hatfield Gate"", ""opening_hours"": ""24/7"", ""website"": ""https://home.army.mil/jbmhh/my-fort/all-services/access-gate-info"", ""wheelchair"": ""yes""}"
328,,,38.8947011,-77.0762891,bicycle_parking,,,,,,,,,,,,"{""amenity"": ""bicycle_parking"", ""bicycle_parking"": ""stands"", ""capacity"": ""4""}"
329,,CVS Pharmacy,38.8945714,-77.0765615,,,,,,chemist,,,,,,,"{""brand"": ""CVS Pharmacy"", ""brand:website"": ""https://www.cvs.com/"", ""brand:wikidata"": ""Q2078880"", ""name"": ""CVS Pharmacy"", ""shop"": ""chemist"", ""short_name"": ""CVS""}"
330,,Arlington County Fire Station 10,38.8947057,-77.0758618,fire_station,,,,,,,,,Wilson Boulevard,1535,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1535"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""fire_station"", ""name"": ""Arlington County Fire Station 10"", ""official_name"": ""Arlington County Fire Station 10 - Rosslyn"", ""operator"": ""Arlington County Fire Department"", ""operator:wikidata"": ""Q4792309"", ""phone"": ""+1-703-228-0110"", ""website"": ""https://www.arlingtonva.us/Government/Departments/Fire/Locations/Fire-Station-10-Rosslyn""}"
331,,Craig Van Lines Inc,38.8938792,-77.0715195,,,,,,,,moving_company,,North Fort Myer Drive,1655,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1655"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North Fort Myer Drive"", ""addr:unit"": ""700"", ""contact:facebook"": ""craigvanlines"", ""contact:phone"": ""+1-703-273-8852"", ""contact:twitter"": ""craigvanlines"", ""contact:website"": ""http://craigvanlines.com"", ""contact:youtube"": ""https://www.youtube.com/channel/UCNPegOGVGQMpiuKCWxIlTUw"", ""description"": ""Long Distance Moves to and from Arlington."", ""language:en"": ""yes"", ""language:es"": ""yes"", ""name"": ""Craig Van Lines Inc"", ""office"": ""moving_company"", ""opening_hours"": ""Mo-Su 08:00 - 18:00"", ""payment:american_express"": ""yes"", ""payment:cheque"": ""yes"", ""payment:discover_card"": ""yes"", ""payment:financing"": ""yes"", ""payment:invoice"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes""}"
332,,Gold's Gym,38.8962536,-77.0732631,,,,,,,fitness_centre,,,North Moore Street,1700,Arlington,"{""addr:city"": ""Arlington"", ""addr:country"": ""US"", ""addr:housenumber"": ""1700"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North Moore Street"", ""brand"": ""Gold's Gym"", ""brand:wikidata"": ""Q1536234"", ""contact:email"": ""Contact.Rosslyn@goldsgymdcmetro.com"", ""contact:facebook"": ""https://www.facebook.com/goldsgymrosslyn"", ""leisure"": ""fitness_centre"", ""level"": ""0"", ""name"": ""Gold's Gym"", ""opening_hours"": ""Mo-Th 05:00-23:00; Fr 05:00-22:00; Sa-Su 07:00-19:00"", ""phone"": ""+1 703-528-4653"", ""website"": ""https://www.goldsgym.com/rosslynva/""}"
333,,,38.8960351,-77.0732015,loading_dock,,,,,,,,,,,,"{""amenity"": ""loading_dock"", ""door"": ""overhead"", ""entrance"": ""service"", ""level"": ""0"", ""manufacturer"": ""Overhead Door"", ""manufacturer:wikidata"": ""Q113461816""}"
334,,,38.8958684,-77.0732426,parking_entrance,,,,,,,,,,,,"{""access"": ""yes"", ""amenity"": ""parking_entrance"", ""level"": ""0"", ""level:ref"": ""C"", ""maxheight"": ""6'5\"""", ""parking"": ""multi-storey""}"
335,,,38.8954326,-77.0733478,parking_entrance,,,,,,,,,,,,"{""access"": ""yes"", ""amenity"": ""parking_entrance"", ""level"": ""1"", ""level:ref"": ""B"", ""parking"": ""multi-storey""}"
336,,,38.8951153,-77.0734244,parking_entrance,,,,,,,,,,,,"{""access"": ""private"", ""amenity"": ""parking_entrance"", ""level"": ""2"", ""level:ref"": ""A"", ""parking"": ""multi-storey""}"
337,,Watergate Investigation,38.8951931,-77.0733627,,,,,,,,,,,,,"{""direction"": ""15;195"", ""historic"": ""memorial"", ""material"": ""metal"", ""memorial"": ""plaque"", ""name"": ""Watergate Investigation"", ""operator"": ""Arlington County"", ""operator:wikidata"": ""Q112620617"", ""support"": ""pole"", ""wikimedia_commons"": ""File:Watergate Historical Marker.png""}"
338,,,38.8951184,-77.0735658,,,,,,,picnic_table,,,,,,"{""leisure"": ""picnic_table""}"
339,,,38.8951549,-77.0734558,,,,,,,picnic_table,,,,,,"{""leisure"": ""picnic_table""}"
340,,,38.895097,-77.0734679,,,,,,,picnic_table,,,,,,"{""leisure"": ""picnic_table""}"
341,,Rosslyn Metro / Wilson Blvd & N Moore St,38.8961444,-77.0714365,bicycle_rental,,,,,,,,,,,,"{""amenity"": ""bicycle_rental"", ""bicycle_rental"": ""docking_station"", ""brand"": ""Capital Bikeshare"", ""brand:wikidata"": ""Q1034635"", ""capacity"": ""21"", ""fee"": ""yes"", ""name"": ""Rosslyn Metro / Wilson Blvd & N Moore St"", ""network"": ""Capital Bikeshare"", ""network:wikidata"": ""Q1034635"", ""opening_hours"": ""24/7"", ""operator"": ""Lyft"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q17077936"", ""website"": ""https://www.capitalbikeshare.com/""}"
342,,,38.8943094,-77.0785868,,,,,,,,,,Wilson Boulevard,1711,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1711"", ""addr:postcode"": ""22209"", ""addr:street"": ""Wilson Boulevard""}"
343,,Thai Select,38.8942916,-77.0786391,restaurant,,,,,,,,,Wilson Boulevard,1713,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1713"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""restaurant"", ""cuisine"": ""thai"", ""name"": ""Thai Select"", ""opening_hours"": ""Mo-Su 11:00-22:00"", ""phone"": ""+1 703-565-2661"", ""website"": ""https://www.thai-selectrestaurant.com/""}"
344,,Capital Doner,38.8941027,-77.0791018,restaurant,,,,,,,,,Wilson Boulevard,1731,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1731"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""restaurant"", ""check_date"": ""2025-06-03"", ""cuisine"": ""turkish"", ""name"": ""Capital Doner"", ""opening_hours"": ""Mo-Th 10:00-22:00; Sa 10:00-02:00; Su 10:00-23:00"", ""website"": ""https://capital-doner.shop""}"
345,,Gong Cha,38.8940369,-77.0777527,cafe,,,,,,,,,Wilson Boulevard,1650,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1650"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""addr:unit"": ""100A"", ""amenity"": ""cafe"", ""brand"": ""Gong Cha"", ""brand:wikidata"": ""Q5581670"", ""brand:zh"": ""貢茶"", ""check_date:opening_hours"": ""2024-08-21"", ""cuisine"": ""bubble_tea"", ""int_name"": ""Gong Cha"", ""name"": ""Gong Cha"", ""name:zh"": ""貢茶"", ""opening_hours"": ""Mo-Th 11:15-21:30; Fr 11:15-22:30; Sa 12:15-22:30; Su 12:15-21:30"", ""phone"": ""+1 571-257-7470"", ""takeaway"": ""yes"", ""website"": ""https://gongchadmv.com/""}"
346,,Toryumon Japanese House,38.894054,-77.077656,restaurant,,,,,,,,,Wilson Boulevard,1650,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1650"", ""addr:postcode"": ""22209-2508"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""restaurant"", ""cuisine"": ""ramen"", ""name"": ""Toryumon Japanese House"", ""opening_hours"": ""Mo-Th 11:00-15:15, 17:00-22:00; Fr 11:00-15:15, 17:00-22:30; Sa 12:00-22:30; Su 12:00-21:30"", ""phone"": ""+1 571-357-1537"", ""website"": ""https://www.toryumonarlington.com/""}"
347,,Amazon Hub Locker,38.897259,-77.0790401,parcel_locker,,,,,,,,,,,,"{""amenity"": ""parcel_locker"", ""brand"": ""Amazon Hub"", ""brand:wikidata"": ""Q100274430"", ""name"": ""Amazon Hub Locker"", ""operator"": ""Amazon"", ""parcel_locker:type"": ""centre"", ""parcel_mail_in"": ""yes"", ""ref"": ""Neck""}"
348,,,38.8973361,-77.0642723,fountain,,,,,,,,,,,,"{""amenity"": ""fountain""}"
349,,,38.8971963,-77.063762,fountain,,,,,,,,,,,,"{""amenity"": ""fountain""}"
350,,,38.8953509,-77.0716525,parking_entrance,,,,,,,,,,,,"{""amenity"": ""parking_entrance"", ""barrier"": ""lift_gate""}"
351,,Hot Lola's,38.8949967,-77.0741,fast_food,,,,,,,,,Wilson Boulevard,1501,,"{""addr:housenumber"": ""1501"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""fast_food"", ""check_date"": ""2023-06-13"", ""cuisine"": ""chicken"", ""drive_through"": ""no"", ""name"": ""Hot Lola's"", ""opening_hours"": ""Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00; Su 11:00-20:00"", ""website"": ""https://www.hotlolas.com/""}"
352,,Wonder,38.8946239,-77.0762085,food_court,,,,,,,,,North Pierce Street,1771,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1771"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North Pierce Street"", ""amenity"": ""food_court"", ""delivery"": ""yes"", ""name"": ""Wonder"", ""opening_hours"": ""Su-Sa 10:30-23:30"", ""takeaway"": ""yes"", ""website"": ""https://www.wonder.com/food-delivery-locations/rosslyn""}"
353,,Supreme Barbershop,38.8930648,-77.0790481,,,,,,hairdresser,,,,,,,"{""check_date"": ""2023-01-20"", ""name"": ""Supreme Barbershop"", ""payment:cards"": ""no"", ""payment:credit_cards"": ""no"", ""payment:debit_cards"": ""no"", ""shop"": ""hairdresser""}"
354,,Anytime Fitness,38.8978045,-77.0705568,,,,,,,fitness_centre,,,North Lynn Street,1919,Arlington,"{""addr:city"": ""Arlington"", ""addr:country"": ""US"", ""addr:housenumber"": ""1919"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North Lynn Street"", ""addr:unit"": ""103"", ""branch"": ""Arlington (Rosslyn)"", ""brand"": ""Anytime Fitness"", ""brand:wikidata"": ""Q4778364"", ""check_date"": ""2023-02-14"", ""leisure"": ""fitness_centre"", ""name"": ""Anytime Fitness"", ""opening_hours"": ""24/7"", ""phone"": ""+1 571-339-1919"", ""ref"": ""4710"", ""website"": ""https://www.anytimefitness.com/gyms/4710/arlington-va-22209/""}"
355,,&pizza,38.8969711,-77.0710902,,,,,,,,,,North Lynn Street,1800,Arlington,"{""addr:city"": ""Arlington"", ""addr:country"": ""US"", ""addr:housenumber"": ""1800"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North Lynn Street"", ""disused:amenity"": ""fast_food"", ""name"": ""&pizza"", ""ref"": ""67""}"
356,,Navy Federal Credit Union,38.8973587,-77.0705749,bank,,,,,,,,,,,,"{""amenity"": ""bank"", ""brand"": ""Navy Federal Credit Union"", ""brand:wikidata"": ""Q6982632"", ""check_date"": ""2023-02-15"", ""name"": ""Navy Federal Credit Union""}"
357,,Happy Eatery,38.896968,-77.071285,restaurant,,,,,,,,,North Lynn Street,1800,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1800"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North Lynn Street"", ""addr:unit"": ""102"", ""amenity"": ""restaurant"", ""check_date"": ""2023-02-15"", ""cuisine"": ""asian"", ""name"": ""Happy Eatery"", ""opening_hours"": ""Mo-Su 11:30-20:00"", ""phone"": ""+1 571-800-1881"", ""website"": ""https://www.thehappyeatery.com/""}"
358,,Taco Rock,38.8951119,-77.074112,fast_food,,,,,,,,,Wilson Boulevard,1501,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1501"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""fast_food"", ""check_date"": ""2023-06-13"", ""cuisine"": ""mexican"", ""name"": ""Taco Rock"", ""opening_hours"": ""Mo-Sa 11:00-22:00; Su 11:00-21:00"", ""phone"": ""+1 571-775-1800"", ""website"": ""https://www.thetacorock.com/""}"
359,,Assembly,38.895455,-77.071743,fast_food,,,,,,,,,North Moore Street,1700,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1700"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North Moore Street"", ""amenity"": ""fast_food"", ""check_date"": ""2023-02-15"", ""description"": ""Food hall with several small vendors"", ""drive_through"": ""no"", ""level"": ""1"", ""name"": ""Assembly"", ""opening_hours"": ""Mo-Sa 07:00-21:00; Su off"", ""phone"": ""+1 571-222-5425"", ""website"": ""https://assembly-va.com"", ""wheelchair"": ""yes""}"
360,,Verve,38.8959615,-77.0688741,,,,,,,fitness_centre,,,,,,"{""check_date"": ""2023-02-25"", ""leisure"": ""fitness_centre"", ""name"": ""Verve""}"
361,,Top of the Town,38.8898643,-77.0729901,events_venue,,,,,,,,,North 14th Street,1400,Arlington,"{""addr:city"": ""Arlington"", ""addr:country"": ""US"", ""addr:housenumber"": ""1400"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North 14th Street"", ""amenity"": ""events_venue"", ""name"": ""Top of the Town"", ""phone"": ""+1 703-387-8696"", ""website"": ""https://www.topofthetown.com""}"
362,,19th St N & Ft Myer Dr,38.8972262,-77.0721429,bicycle_rental,,,,,,,,,,,,"{""amenity"": ""bicycle_rental"", ""bicycle_rental"": ""docking_station"", ""brand"": ""Capital Bikeshare"", ""brand:wikidata"": ""Q1034635"", ""capacity"": ""15"", ""fee"": ""yes"", ""name"": ""19th St N & Ft Myer Dr"", ""network"": ""Capital Bikeshare"", ""network:wikidata"": ""Q1034635"", ""opening_hours"": ""24/7"", ""operator"": ""Lyft"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q17077936"", ""website"": ""https://www.capitalbikeshare.com/""}"
363,,Watergate Steps Access North,38.8897137,-77.052782,,,,,,,,,,,,,"{""access"": ""permissive"", ""canoe"": ""permissive"", ""description"": ""Concrete stairs."", ""fee"": ""no"", ""name"": ""Watergate Steps Access North"", ""parking"": ""no"", ""steps"": ""yes"", ""surface"": ""concrete"", ""tidal"": ""yes"", ""waterway"": ""access_point"", ""wheelchair"": ""no""}"
364,,Sfoglina,38.894729,-77.070527,restaurant,,,,,,,,,Wilson Boulevard,1100,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1100"", ""addr:postcode"": ""22209-2247"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""name"": ""Sfoglina"", ""opening_hours"": ""Mo-Th 11:30-21:30; Fr 11:30-22:00; Sa 17:00-22:00; Su off"", ""phone"": ""+1 703-893-8000"", ""website"": ""https://sfoglinapasta.com/rosslyn""}"
365,,Court Cleaners,38.8937055,-77.0764232,,,,,,dry_cleaning,,,,,,,"{""check_date"": ""2023-06-27"", ""name"": ""Court Cleaners"", ""shop"": ""dry_cleaning""}"
366,,Paint,38.8936354,-77.0747865,,,,,,beauty,,,,,,,"{""beauty"": ""nails"", ""check_date"": ""2023-06-27"", ""name"": ""Paint"", ""shop"": ""beauty""}"
367,,Nestlé USA,38.8965222,-77.0718816,,,,,,,,company,,North Moore Street,1812,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1812"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North Moore Street"", ""check_date"": ""2025-02-06"", ""name"": ""Nestlé USA"", ""office"": ""company""}"
368,,,38.8902502,-77.0787303,bicycle_parking,,,,,,,,,,,,"{""amenity"": ""bicycle_parking"", ""bicycle_parking"": ""stands"", ""capacity"": ""6"", ""covered"": ""no""}"
369,,Rosslyn Post Office,38.8943017,-77.0761676,post_office,,,,,,,,,Wilson Boulevard,1550,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1550"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""addr:unit"": ""100"", ""amenity"": ""post_office"", ""name"": ""Rosslyn Post Office"", ""opening_hours"": ""Mo-Fr 09:00-13:00,14:00-16:00"", ""operator"": ""United States Postal Service"", ""operator:short"": ""USPS"", ""operator:type"": ""public"", ""operator:website"": ""https://www.usps.com"", ""operator:wikidata"": ""Q668687"", ""operator:wikipedia"": ""en:United States Postal Service"", ""phone"": ""+1 703-294-4081"", ""ref"": ""1548314"", ""website"": ""https://tools.usps.com/locations/home.htm?location=1548314""}"
370,,,38.8942681,-77.072886,bicycle_parking,,,,,,,,,,,,"{""amenity"": ""bicycle_parking""}"
371,,One Medical,38.8950494,-77.07628,clinic,,,,,,,,,North Pierce Street,1771,,"{""addr:housenumber"": ""1771"", ""addr:postcode"": ""22209"", ""addr:street"": ""North Pierce Street"", ""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""One Medical"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""operator"": ""1Life Healthcare"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q85727717"", ""phone"": ""+1 888-663-6331"", ""website"": ""https://www.onemedical.com/locations/dc/arlington-rosslyn/""}"
372,,Upside On Moore,38.8952681,-77.0717345,food_court,,,,,,,,,North Moore Street,1700,,"{""addr:housenumber"": ""1700"", ""addr:street"": ""North Moore Street"", ""amenity"": ""food_court"", ""check_date"": ""2024-06-11"", ""name"": ""Upside On Moore""}"
373,,Sweetgreen,38.8963344,-77.0710177,fast_food,,,,,,,,,North Lynn Street,1800,,"{""addr:housenumber"": ""1800"", ""addr:street"": ""North Lynn Street"", ""air_conditioning"": ""yes"", ""amenity"": ""fast_food"", ""brand"": ""Sweetgreen"", ""brand:wikidata"": ""Q18636413"", ""cuisine"": ""salad"", ""name"": ""Sweetgreen"", ""opening_hours"": ""Mo-Su 10:30-22:00"", ""phone"": ""+1 703 372 9009"", ""takeaway"": ""yes"", ""website"": ""https://order.sweetgreen.com/rosslyn/menu"", ""website:menu"": ""https://order.sweetgreen.com/rosslyn/menu""}"
374,,N Kent St at 19th St N,38.8964078,-77.0694023,,,,platform,,,,,,,,,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""N Kent St at 19th St N"", ""public_transport"": ""platform"", ""ref:wmata"": ""6666661"", ""website"": ""https://www.arlingtontransit.com/realtime/all/6666661""}"
375,,,38.8960833,-77.0718991,,,subway_entrance,,,,,,,,,,"{""railway"": ""subway_entrance""}"
376,,,38.8958701,-77.0719479,,,subway_entrance,,,,,,,,,,"{""railway"": ""subway_entrance""}"
